forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-03,NM,1,,Janice E. Arnold-Jones,R,false,lite,0.1133,42.51,36.83,48.12
2018-10-03,NM,1,,Lloyd Princeton,LIB,false,lite,0.0001,4.94,1.88,8.59
2018-10-03,NM,2,,Yvette Herrell,R,false,lite,0.6466,51.46,46.34,56.63
2018-10-03,NM,2,,Xochitl Torres Small,D,false,lite,0.3534,48.54,43.37,53.66
2018-10-03,NM,3,,Ben R. Lujan,D,true,lite,0.9949,60.81,54.64,66.95
2018-10-03,NM,3,,Jerald Steve McFall,R,false,lite,0.0051,34.92,28.75,41.06
2018-10-03,NM,3,,Christopher Manning,LIB,false,lite,0.0,4.27,1.51,7.61
2018-10-03,NV,1,,Dina Titus,D,true,lite,0.9995,71.09,63.54,78.46
2018-10-03,NV,1,,Joyce Bentley,R,false,lite,0.0005,25.26,17.87,32.82
2018-10-03,NV,1,,Others,,false,lite,0.0,3.66,1.23,6.67
2018-10-03,NV,2,,Mark Amodei,R,true,lite,0.9569,59.65,52.67,66.75
2018-10-03,NV,2,,Clint Koble,D,false,lite,0.0431,40.35,33.25,47.33
2018-10-03,NV,3,,Susie Lee,D,false,lite,0.6406,49.33,41.98,56.52
2018-10-03,NV,3,,Danny Tarkanian,R,false,lite,0.3594,45.46,38.27,52.74
2018-10-03,NV,3,,Others,,false,lite,0.0,5.21,2.02,9.03
2018-10-03,NV,4,,Steven A. Horsford,D,false,lite,0.7421,50.28,44.25,56.21
2018-10-03,NV,4,,Cresent Hardy,R,false,lite,0.2579,44.59,38.59,50.53
2018-10-03,NV,4,,Others,,false,lite,0.0,5.13,1.98,8.85
2018-10-03,NY,1,,Lee Zeldin,R,true,lite,0.7581,51.81,45.76,57.77
2018-10-03,NY,1,,Perry Gershon,D,false,lite,0.2419,45.45,39.45,51.46
2018-10-03,NY,1,,Others,,false,lite,0.0,2.74,0.81,5.17
2018-10-03,NY,2,,Pete King,R,true,lite,0.7896,53.17,45.67,60.58
2018-10-03,NY,2,,Liuba Grechen Shirley,D,false,lite,0.2104,44.1,36.7,51.55
2018-10-03,NY,2,,DuWayne Gregory,IWW,false,lite,0.0,2.73,0.81,5.17
2018-10-03,NY,3,,Thomas Suozzi,D,true,lite,0.9911,64.63,57.24,71.98
2018-10-03,NY,3,,Dan DeBono,R,false,lite,0.0089,35.37,28.02,42.76
2018-10-03,NY,4,,Kathleen Rice,D,true,lite,0.9964,66.98,59.7,74.28
2018-10-03,NY,4,,Ameer Benno,R,false,lite,0.0036,33.02,25.72,40.3
2018-10-03,NY,5,,Gregory W. Meeks,D,true,lite,1.0,100.0,100.0,100.0
2018-10-03,NY,6,,Grace Meng,D,true,lite,0.9999,84.01,76.87,90.6
2018-10-03,NY,6,,Tom Hillgardner,GRE,false,lite,0.0001,15.99,9.4,23.13
2018-10-03,NY,7,,Nydia M. Velázquez,D,true,lite,1.0,89.47,83.34,94.9
2018-10-03,NY,7,,Others,,false,lite,0.0,10.53,5.1,16.66
2018-10-03,NY,8,,Hakeem Jeffries,D,true,lite,1.0,89.0,82.84,94.54
2018-10-03,NY,8,,Others,,false,lite,0.0,11.0,5.46,17.16
2018-10-03,NY,9,,Yvette D. Clarke,D,true,lite,1.0,88.55,83.26,93.79
2018-10-03,NY,9,,Joel Anabilah-Azumah,Reform Party,false,lite,0.0,3.29,1.05,6.04
2018-10-03,NY,9,,Lutchi Gayot,R,false,lite,0.0,8.16,2.88,13.42
2018-10-03,NY,10,,Jerrold Nadler,D,true,lite,1.0,85.85,79.48,92.21
2018-10-03,NY,10,,Naomi Levin,R,false,lite,0.0,14.15,7.79,20.52
2018-10-03,NY,11,,Daniel Donovan,R,true,lite,0.8074,53.52,46.04,61.06
2018-10-03,NY,11,,Max N. Rose,D,false,lite,0.1926,43.75,36.2,51.22
2018-10-03,NY,11,,Henry Bardel,G,false,lite,0.0,2.73,0.8,5.15
2018-10-03,NY,12,,Carolyn Maloney,D,true,lite,1.0,87.4,81.15,93.62
2018-10-03,NY,12,,Scott Hutchins,GRE,false,lite,0.0,3.24,1.02,6.01
2018-10-03,NY,12,,Eliot Rabin,R,false,lite,0.0,9.36,3.09,15.63
2018-10-03,NY,13,,Adriano Espaillat,D,true,lite,1.0,95.38,92.01,98.69
2018-10-03,NY,13,,Jineea Butler,R,false,lite,0.0,4.62,1.31,7.99
2018-10-03,NY,14,,Alexandria Ocasio-Cortez,D,false,lite,1.0,79.31,72.46,86.01
2018-10-03,NY,14,,Joseph Crowley,WOF,true,lite,0.0,3.72,1.26,6.72
2018-10-03,NY,14,,Anthony Pappas,R,false,lite,0.0,16.97,10.22,23.79
2018-10-03,NY,15,,José E. Serrano,D,true,lite,1.0,96.04,92.77,99.27
2018-10-03,NY,15,,Jason Gonzalez,R,false,lite,0.0,3.96,0.73,7.23
2018-10-03,NY,16,,Eliot Engel,D,true,lite,1.0,100.0,100.0,100.0
2018-10-03,NY,17,,Nita Lowey,D,true,lite,0.9997,80.83,73.34,87.87
2018-10-03,NY,17,,Joseph Ciardullo,REF,false,lite,0.0003,19.17,12.13,26.66
2018-10-03,NY,18,,Sean Patrick Maloney,D,true,lite,0.9837,62.6,55.53,69.68
2018-10-03,NY,18,,James O'Donnell,R,false,lite,0.0163,37.4,30.32,44.47
2018-10-03,NY,19,,John Faso,R,true,lite,0.5661,48.99,43.74,54.15
2018-10-03,NY,19,,Antonio Delgado,D,false,lite,0.4339,47.74,42.52,52.92
2018-10-03,NY,19,,Others,,false,lite,0.0,3.27,1.03,6.03
2018-10-03,NY,20,,Paul D. Tonko,D,true,lite,0.9992,70.07,63.16,76.99
2018-10-03,NY,20,,Francis Vitollo,R,false,lite,0.0008,29.93,23.01,36.84
2018-10-03,NY,21,,Elise Stefanik,R,true,lite,0.7911,53.09,45.44,60.72
2018-10-03,NY,21,,Tedra L. Cobb,D,false,lite,0.2089,43.81,36.21,51.46
2018-10-03,NY,21,,Others,,false,lite,0.0,3.09,0.96,5.75
2018-10-03,NY,22,,Claudia Tenney,R,true,lite,0.5525,50.59,44.97,56.17
2018-10-03,NY,22,,Anthony Brindisi,D,false,lite,0.4475,49.41,43.83,55.03
2018-10-03,NY,23,,Tom Reed,R,true,lite,0.864,56.13,48.91,63.28
2018-10-03,NY,23,,Tracy Mitrano,D,false,lite,0.136,43.87,36.72,51.09
2018-10-03,NY,24,,John Katko,R,true,lite,0.7915,53.29,48.04,58.46
2018-10-03,NY,24,,Dana Balter,D,false,lite,0.2085,46.71,41.54,51.96
2018-10-03,NY,25,,Joseph D. Morelle,D,false,lite,0.9869,60.23,54.71,65.76
2018-10-03,NY,25,,Jim Maxwell,R,false,lite,0.0131,39.77,34.24,45.29
2018-10-03,NY,26,,Brian Higgins,D,true,lite,0.9998,72.86,66.02,79.65
2018-10-03,NY,26,,Renee Zeno,R,false,lite,0.0002,27.14,20.35,33.98
2018-10-03,NY,27,,Chris Collins,R,true,lite,0.9736,59.92,52.48,67.29
2018-10-03,NY,27,,Nate McMurray,D,false,lite,0.0264,37.21,29.79,44.59
2018-10-03,NY,27,,Larry Piegza,REF,false,lite,0.0,2.87,0.87,5.42
2018-10-03,OH,1,,Steve Chabot,R,true,lite,0.8003,51.54,46.82,56.23
2018-10-03,OH,1,,Aftab Pureval,D,false,lite,0.1997,45.65,40.93,50.36
2018-10-03,OH,1,,Dirk Kubala,LIB,false,lite,0.0,2.81,0.83,5.27
2018-10-03,OH,2,,Brad Wenstrup,R,true,lite,0.9387,57.2,49.91,64.37
2018-10-03,OH,2,,Jill Schiller,D,false,lite,0.0613,39.79,32.56,47.09
2018-10-03,OH,2,,James Condit Jr.,GRE,false,lite,0.0,3.01,0.93,5.62
2018-10-03,OH,3,,Joyce Beatty,D,true,lite,0.9999,79.08,72.57,85.52
2018-10-03,OH,3,,Jim Burgess,R,false,lite,0.0001,20.92,14.48,27.43
2018-10-03,OH,4,,Jim Jordan,R,true,lite,0.9942,65.61,58.37,72.81
2018-10-03,OH,4,,Janet Garrett,D,false,lite,0.0058,34.39,27.19,41.63
2018-10-03,OH,5,,Robert E. Latta,R,true,lite,0.9794,60.28,53.11,67.44
2018-10-03,OH,5,,J. Michael Galbraith,D,false,lite,0.0206,36.66,29.51,43.79
2018-10-03,OH,5,,Don Kissick,LIB,false,lite,0.0,3.06,0.94,5.68
2018-10-03,OH,6,,Bill Johnson,R,true,lite,0.998,68.47,61.19,75.79
2018-10-03,OH,6,,Shawna Roberts,D,false,lite,0.002,31.53,24.21,38.81
2018-10-03,OH,7,,Bob Gibbs,R,true,lite,0.9878,63.44,56.22,70.62
2018-10-03,OH,7,,Ken Harbaugh,D,false,lite,0.0122,36.56,29.38,43.78
2018-10-03,OH,8,,Warren Davidson,R,true,lite,0.9974,67.81,60.67,74.88
2018-10-03,OH,8,,Vanessa Enoch,D,false,lite,0.0026,32.19,25.12,39.33
2018-10-03,OH,9,,Marcy Kaptur,D,true,lite,0.9999,74.75,68.07,81.37
2018-10-03,OH,9,,Steven W. Kraus,R,false,lite,0.0001,25.25,18.63,31.93
2018-10-03,OH,10,,Michael Turner,R,true,lite,0.7803,52.67,45.58,59.66
2018-10-03,OH,10,,Theresa A. Gasper,D,false,lite,0.2196,44.41,37.34,51.45
2018-10-03,OH,10,,David Harlow,LIB,false,lite,0.0,2.93,0.9,5.47
2018-10-03,OH,11,,Marcia L. Fudge,D,true,lite,1.0,88.66,83.23,94.12
2018-10-03,OH,11,,Beverly A. Goldstein,R,false,lite,0.0,11.34,5.88,16.77
2018-10-03,OH,12,,Troy Balderson,R,true,lite,0.7356,51.3,45.52,57.05
2018-10-03,OH,12,,Danny O'Connor,D,false,lite,0.2643,45.98,40.22,51.72
2018-10-03,OH,12,,Joe Manchik,GRE,false,lite,0.0,2.72,0.81,5.14
2018-10-03,OH,13,,Tim Ryan,D,true,lite,0.9985,69.04,62.16,75.88
2018-10-03,OH,13,,Chris DePizzo,R,false,lite,0.0015,30.96,24.12,37.84
2018-10-03,OH,14,,David Joyce,R,true,lite,0.8467,55.46,48.56,62.34
2018-10-03,OH,14,,Betsy Rader,D,false,lite,0.1533,44.54,37.66,51.44
2018-10-03,OH,15,,Steve Stivers,R,true,lite,0.9148,55.86,48.84,62.92
2018-10-03,OH,15,,Rick Neal,D,false,lite,0.0852,41.16,34.09,48.12
2018-10-03,OH,15,,Johnathan Miller,LIB,false,lite,0.0,2.99,0.92,5.58
2018-10-03,OH,16,,Anthony Gonzalez,R,false,lite,0.6484,52.05,44.96,59.21
2018-10-03,OH,16,,Susan Moran Palmer,D,false,lite,0.3516,47.95,40.79,55.04
2018-10-03,OK,1,,Kevin Hern,R,false,lite,0.9588,58.03,52.23,63.84
2018-10-03,OK,1,,Tim Gilpin,D,false,lite,0.0412,41.97,36.16,47.77
2018-10-03,OK,2,,Markwayne Mullin,R,true,lite,0.9827,59.59,52.59,66.47
2018-10-03,OK,2,,Jason Nichols,D,false,lite,0.0173,36.43,29.47,43.36
2018-10-03,OK,2,,Others,,false,lite,0.0,3.99,1.37,7.17
2018-10-03,OK,3,,Frank Lucas,R,true,lite,0.9981,65.98,59.61,72.31
2018-10-03,OK,3,,Frankie Robbins,D,false,lite,0.0019,34.02,27.69,40.39
2018-10-03,OK,4,,Tom Cole,R,true,lite,0.9955,62.07,55.8,68.25
2018-10-03,OK,4,,Mary Brannon,D,false,lite,0.0044,34.8,28.59,41.03
2018-10-03,OK,4,,Ruby Peters,I,false,lite,0.0001,3.13,0.97,5.83
2018-10-03,OK,5,,Steve Russell,R,true,lite,0.8977,54.74,49.94,59.47
2018-10-03,OK,5,,Kendra Horn,D,false,lite,0.1023,45.26,40.53,50.06
2018-10-03,OR,1,,Suzanne Bonamici,D,true,lite,0.9995,69.74,62.71,76.73
2018-10-03,OR,1,,John Verbeek,R,false,lite,0.0005,26.01,19.0,32.99
2018-10-03,OR,1,,Drew Layda,LIB,false,lite,0.0,4.25,1.52,7.57
2018-10-03,OR,2,,Greg Walden,R,true,lite,0.9778,59.98,52.27,67.5
2018-10-03,OR,2,,Jamie McLeod-Skinner,D,false,lite,0.0222,35.73,28.19,43.41
2018-10-03,OR,2,,Mark Roberts,IPO,false,lite,0.0,4.29,1.53,7.59
2018-10-03,OR,3,,Earl Blumenauer,D,true,lite,1.0,83.04,75.72,89.81
2018-10-03,OR,3,,Others,,false,lite,0.0,16.96,10.19,24.28
2018-10-03,OR,4,,Peter DeFazio,D,true,lite,0.9924,61.72,54.72,68.72
2018-10-03,OR,4,,Arthur B. Robinson,R,false,lite,0.0076,34.25,27.18,41.25
2018-10-03,OR,4,,Michael Bellstein,GRE,false,lite,0.0001,4.03,1.4,7.25
2018-10-03,OR,5,,Kurt Schrader,D,true,lite,0.9925,62.04,54.88,69.12
2018-10-03,OR,5,,Mark Callahan,R,false,lite,0.0075,33.45,26.35,40.62
2018-10-03,OR,5,,Others,,false,lite,0.0,4.51,1.66,7.97
2018-10-03,PA,1,,Brian Fitzpatrick,R,true,lite,0.6325,51.44,45.9,56.92
2018-10-03,PA,1,,Scott Wallace,D,false,lite,0.3675,48.56,43.08,54.1
2018-10-03,PA,2,,Brendan Boyle,D,true,lite,1.0,83.13,76.89,89.29
2018-10-03,PA,2,,David Torres,R,false,lite,0.0,16.87,10.71,23.11
2018-10-03,PA,3,,Dwight Evans,D,true,lite,1.0,94.67,91.17,98.14
2018-10-03,PA,3,,Bryan E. Leib,R,false,lite,0.0,5.33,1.86,8.83
2018-10-03,PA,4,,Madeleine Dean,D,false,lite,0.9913,64.24,57.12,71.42
2018-10-03,PA,4,,Dan David,R,false,lite,0.0087,35.76,28.58,42.88
2018-10-03,PA,5,,Mary Gay Scanlon,D,false,lite,0.9987,68.92,61.95,75.85
2018-10-03,PA,5,,Pearl Kim,R,false,lite,0.0013,31.08,24.15,38.05
2018-10-03,PA,6,,Chrissy Houlahan,D,false,lite,0.9517,59.26,52.22,66.26
2018-10-03,PA,6,,Greg McCauley,R,false,lite,0.0483,40.74,33.74,47.78
2018-10-03,PA,7,,Susan Wild,D,false,lite,0.8117,51.78,46.91,56.66
2018-10-03,PA,7,,Marty Nothstein,R,false,lite,0.1883,45.37,40.47,50.24
2018-10-03,PA,7,,Tim Silfies,L,false,lite,0.0,2.86,0.85,5.38
2018-10-03,PA,8,,Matt Cartwright,D,true,lite,0.9803,61.84,54.83,68.87
2018-10-03,PA,8,,John Chrin,R,false,lite,0.0197,38.16,31.13,45.17
2018-10-03,PA,9,,Dan Meuser,R,false,lite,0.9553,59.72,52.56,67.01
2018-10-03,PA,9,,Denny Wolff,D,false,lite,0.0447,40.28,32.99,47.44
2018-10-03,PA,10,,Scott Perry,R,true,lite,0.7217,52.39,47.02,57.81
2018-10-03,PA,10,,George Scott,D,false,lite,0.2783,47.61,42.19,52.98
2018-10-03,PA,11,,Lloyd Smucker,R,true,lite,0.9449,57.19,51.5,62.87
2018-10-03,PA,11,,Jess King,D,false,lite,0.0551,42.81,37.13,48.5
2018-10-03,PA,12,,Tom Marino,R,true,lite,0.9979,68.2,61.08,75.29
2018-10-03,PA,12,,Marc Friedenberg,D,false,lite,0.0021,31.8,24.71,38.92
2018-10-03,PA,13,,John Joyce,R,false,lite,0.9972,67.21,59.97,74.28
2018-10-03,PA,13,,Brent Ottaway,D,false,lite,0.0028,32.79,25.72,40.03
2018-10-03,PA,14,,Guy Reschenthaler,R,false,lite,0.9288,58.3,51.1,65.53
2018-10-03,PA,14,,Bibiana Boerio,D,false,lite,0.0712,41.7,34.47,48.9
2018-10-03,PA,15,,Glenn W. Thompson,R,true,lite,0.9991,70.84,63.51,78.11
2018-10-03,PA,15,,Susan Boser,D,false,lite,0.0009,29.17,21.89,36.49
2018-10-03,PA,16,,Mike Kelly,R,true,lite,0.8629,53.34,47.94,58.78
2018-10-03,PA,16,,Ron DiNicola,D,false,lite,0.1371,44.4,38.93,49.79
2018-10-03,PA,16,,Ebert G Bill Beeman,L,false,lite,0.0,2.26,0.61,4.38
2018-10-03,PA,17,,Conor Lamb,D,true,lite,0.8555,54.58,49.0,60.14
2018-10-03,PA,17,,Keith Rothfus,R,true,lite,0.1445,45.42,39.86,51.01
2018-10-03,PA,18,,Mike Doyle,D,true,lite,1.0,100.0,100.0,100.0
2018-10-03,RI,1,,David Cicilline,D,true,lite,0.9999,78.54,71.77,85.34
2018-10-03,RI,1,,Patrick Donovan,R,false,lite,0.0001,21.46,14.66,28.23
2018-10-03,RI,2,,Jim Langevin,D,true,lite,0.9997,71.97,64.92,78.96
2018-10-03,RI,2,,Salvatore Caiozzo,R,false,lite,0.0003,28.03,21.04,35.08
2018-10-03,SC,1,,Katie Arrington,R,false,lite,0.8009,53.53,48.08,59.01
2018-10-03,SC,1,,Joe Cunningham,D,false,lite,0.1991,46.47,40.99,51.92
2018-10-03,SC,2,,Joe Wilson,R,true,lite,0.9794,60.43,53.2,67.68
2018-10-03,SC,2,,Sean Carrigan,D,false,lite,0.0206,36.74,29.5,43.98
2018-10-03,SC,2,,Sonny Narang,AME,false,lite,0.0,2.83,0.84,5.33
2018-10-03,SC,3,,Jeff Duncan,R,true,lite,0.9994,69.48,62.34,76.52
2018-10-03,SC,3,,Mary Geren,D,false,lite,0.0006,27.54,20.47,34.59
2018-10-03,SC,3,,Dave Moore,AME,false,lite,0.0,2.98,0.91,5.57
2018-10-03,SC,4,,William Timmons,R,false,lite,0.9693,58.89,51.73,65.96
2018-10-03,SC,4,,Brandon Brown,D,false,lite,0.0307,37.73,30.66,44.9
2018-10-03,SC,4,,Guy Furay,AME,false,lite,0.0,3.39,1.09,6.23
2018-10-03,SC,5,,Ralph Norman,R,true,lite,0.975,59.69,52.62,66.66
2018-10-03,SC,5,,Archie Parnell,D,false,lite,0.025,37.5,30.52,44.5
2018-10-03,SC,5,,Michael Chandler,CON,false,lite,0.0,2.81,0.84,5.31
2018-10-03,SC,6,,James E. Clyburn,D,true,lite,0.9999,76.73,69.83,83.6
2018-10-03,SC,6,,Gerhard Gressmann,R,false,lite,0.0001,20.34,13.45,27.21
2018-10-03,SC,6,,Bryan Pugh,GRE,false,lite,0.0,2.93,0.89,5.52
2018-10-03,SC,7,,Tom Rice,R,true,lite,0.9752,61.19,54.25,68.15
2018-10-03,SC,7,,Robert Williams,D,false,lite,0.0248,38.81,31.85,45.75
2018-10-03,SD,1,,Dusty Johnson,R,false,lite,0.9436,54.67,48.73,60.42
2018-10-03,SD,1,,Tim Bjorkman,D,false,lite,0.0564,40.66,34.89,46.54
2018-10-03,SD,1,,Others,,false,lite,0.0,4.67,1.76,8.22
2018-10-03,TN,1,,Phil Roe,R,true,lite,1.0,77.36,70.38,84.35
2018-10-03,TN,1,,Marty Olsen,D,false,lite,0.0,19.42,12.44,26.39
2018-10-03,TN,1,,Michael Salyer,IND,false,lite,0.0,3.22,1.01,5.95
2018-10-03,TN,2,,Tim Burchett,R,false,lite,0.995,62.58,55.48,69.69
2018-10-03,TN,2,,Renee Hoyos,D,false,lite,0.005,32.64,25.53,39.72
2018-10-03,TN,2,,Others,,false,lite,0.0,4.78,1.78,8.38
2018-10-03,TN,3,,Chuck Fleischmann,R,true,lite,0.9989,67.85,60.68,75.02
2018-10-03,TN,3,,Danielle Mitchell,D,false,lite,0.0011,29.13,21.91,36.32
2018-10-03,TN,3,,Rick Tyler,IND,false,lite,0.0,3.02,0.92,5.66
2018-10-03,TN,4,,Scott DesJarlais,R,true,lite,0.9995,70.34,63.21,77.41
2018-10-03,TN,4,,Mariah Phillips,D,false,lite,0.0005,26.6,19.52,33.72
2018-10-03,TN,4,,Michael Shupe,IND,false,lite,0.0,3.07,0.95,5.72
2018-10-03,TN,5,,Jim Cooper,D,true,lite,0.9991,69.0,62.37,75.66
2018-10-03,TN,5,,Jody M. Ball,R,false,lite,0.0009,31.0,24.34,37.63
2018-10-03,TN,6,,John Rose,R,false,lite,0.9993,68.25,60.92,75.53
2018-10-03,TN,6,,Dawn Barlow,D,false,lite,0.0007,27.65,20.32,34.96
2018-10-03,TN,6,,Others,,false,lite,0.0,4.1,1.44,7.34
2018-10-03,TN,7,,Mark E. Green,R,false,lite,0.9955,63.97,56.6,71.37
2018-10-03,TN,7,,Justin Kanew,D,false,lite,0.0045,32.04,24.65,39.37
2018-10-03,TN,7,,Others,,false,lite,0.0,4.0,1.38,7.2
2018-10-03,TN,8,,David Kustoff,R,true,lite,0.9994,68.97,61.8,76.13
2018-10-03,TN,8,,Erika Stotts Pearson,D,false,lite,0.0006,27.99,20.86,35.09
2018-10-03,TN,8,,James Hart,IND,false,lite,0.0,3.04,0.94,5.67
2018-10-03,TN,9,,Steve Cohen,D,true,lite,1.0,83.67,77.16,90.17
2018-10-03,TN,9,,Leo AwGoWhat,IND,false,lite,0.0,3.18,1.0,5.88
2018-10-03,TN,9,,Charlotte Bergmann,R,false,lite,0.0,13.15,6.67,19.62
2018-10-03,TX,1,,Louie Gohmert,R,true,lite,0.9999,75.38,68.3,82.44
2018-10-03,TX,1,,Shirley McKellar,D,false,lite,0.0001,21.43,14.36,28.48
2018-10-03,TX,1,,Jeff Callaway,LIB,false,lite,0.0,3.18,0.99,5.92
2018-10-03,TX,2,,Dan Crenshaw,R,false,lite,0.8877,54.73,47.54,61.91
2018-10-03,TX,2,,Todd Litton,D,false,lite,0.1123,41.48,34.22,48.69
2018-10-03,TX,2,,Others,,false,lite,0.0,3.79,1.29,6.83
2018-10-03,TX,3,,Van Taylor,R,false,lite,0.927,56.45,49.13,63.79
2018-10-03,TX,3,,Lorie Burch,D,false,lite,0.073,40.12,32.81,47.37
2018-10-03,TX,3,,Christopher Claytor,LIB,false,lite,0.0,3.43,1.1,6.27
2018-10-03,TX,4,,John Ratcliffe,R,true,lite,1.0,77.51,70.55,84.42
2018-10-03,TX,4,,Catherine Krantz,D,false,lite,0.0,19.24,12.34,26.2
2018-10-03,TX,4,,Ken Ashby,LIB,false,lite,0.0,3.24,1.03,5.98
2018-10-03,TX,5,,Lance Gooden,R,false,lite,0.9909,63.81,56.82,70.66
2018-10-03,TX,5,,Dan Wood,D,false,lite,0.0091,36.19,29.34,43.18
2018-10-03,TX,6,,Ron Wright,R,false,lite,0.8419,52.75,46.93,58.48
2018-10-03,TX,6,,Jana Lynne Sanchez,D,false,lite,0.1581,44.08,38.29,49.82
2018-10-03,TX,6,,Jason Harber,LIB,false,lite,0.0,3.17,1.0,5.85
2018-10-03,TX,7,,John Culberson,R,true,lite,0.6293,51.38,45.96,56.79
2018-10-03,TX,7,,Lizzie Pannill Fletcher,D,false,lite,0.3707,48.62,43.21,54.04
2018-10-03,TX,8,,Kevin Brady,R,true,lite,1.0,77.32,70.31,84.25
2018-10-03,TX,8,,Steven David,D,false,lite,0.0,19.45,12.49,26.36
2018-10-03,TX,8,,Chris Duncan,LIB,false,lite,0.0,3.23,1.03,5.95
2018-10-03,TX,9,,Al Green,D,true,lite,1.0,84.74,77.74,91.25
2018-10-03,TX,9,,Others,,false,lite,0.0,15.26,8.75,22.26
2018-10-03,TX,10,,Michael T. McCaul,R,true,lite,0.8716,53.6,47.36,59.78
2018-10-03,TX,10,,Mike Siegel,D,false,lite,0.1284,43.02,36.82,49.17
2018-10-03,TX,10,,Mike Ryan,LIB,false,lite,0.0,3.38,1.09,6.2
2018-10-03,TX,11,,K. Michael Conaway,R,true,lite,1.0,81.1,74.31,87.8
2018-10-03,TX,11,,Jennie Lou Leeder,D,false,lite,0.0,15.59,8.81,22.39
2018-10-03,TX,11,,Rhett Rosenquest Smith,LIB,false,lite,0.0,3.31,1.04,6.1
2018-10-03,TX,12,,Kay Granger,R,true,lite,0.9992,69.12,61.99,76.25
2018-10-03,TX,12,,Vanessa Adia,D,false,lite,0.0008,27.83,20.69,34.98
2018-10-03,TX,12,,Jacob Leddy,LIB,false,lite,0.0,3.05,0.93,5.69
2018-10-03,TX,13,,Mac Thornberry,R,true,lite,1.0,82.5,76.02,88.95
2018-10-03,TX,13,,Greg Sagan,D,false,lite,0.0,14.15,7.64,20.65
2018-10-03,TX,13,,Calvin DeWeese,LIB,false,lite,0.0,3.35,1.07,6.16
2018-10-03,TX,14,,Randy Weber,R,true,lite,0.9931,63.39,56.04,70.62
2018-10-03,TX,14,,Adrienne Bell,D,false,lite,0.0069,33.68,26.43,40.98
2018-10-03,TX,14,,Don Conley III,LIB,false,lite,0.0,2.94,0.89,5.51
2018-10-03,TX,15,,Vicente Gonzalez,D,true,lite,0.9923,64.08,56.39,71.58
2018-10-03,TX,15,,Tim Westley,R,false,lite,0.0077,33.11,25.63,40.81
2018-10-03,TX,15,,Anthony Cristo,LIB,false,lite,0.0,2.8,0.83,5.28
2018-10-03,TX,16,,Veronica Escobar,D,false,lite,0.9979,67.22,59.45,74.92
2018-10-03,TX,16,,Rick Seeberger,R,false,lite,0.0021,29.28,21.51,36.99
2018-10-03,TX,16,,Ben Mendoza,IND,false,lite,0.0,3.49,1.14,6.41
2018-10-03,TX,17,,Bill Flores,R,true,lite,0.9929,63.06,55.96,70.17
2018-10-03,TX,17,,Rick Kennedy,D,false,lite,0.0071,34.01,26.91,41.07
2018-10-03,TX,17,,Peter Churchman,LIB,false,lite,0.0,2.93,0.89,5.49
2018-10-03,TX,18,,Sheila Jackson Lee,D,true,lite,1.0,81.38,74.5,88.15
2018-10-03,TX,18,,Ava Reynero Pate,R,false,lite,0.0,15.07,8.3,21.97
2018-10-03,TX,18,,Others,,false,lite,0.0,3.55,1.15,6.53
2018-10-03,TX,19,,Jodey Arrington,R,true,lite,1.0,79.04,72.14,85.84
2018-10-03,TX,19,,Miguel Levario,D,false,lite,0.0,20.96,14.16,27.86
2018-10-03,TX,20,,Joaquin Castro,D,true,lite,0.9997,81.33,73.88,88.28
2018-10-03,TX,20,,Jeffrey Blunt,LIB,false,lite,0.0003,18.67,11.72,26.12
2018-10-03,TX,21,,Chip Roy,R,false,lite,0.8083,51.34,45.07,57.63
2018-10-03,TX,21,,Joseph Kopser,D,false,lite,0.1916,43.36,37.02,49.59
2018-10-03,TX,21,,Lee Santos,LIB,false,lite,0.0001,5.3,2.1,9.09
2018-10-03,TX,22,,Pete Olson,R,true,lite,0.9767,59.96,52.68,67.22
2018-10-03,TX,22,,Sri Preston Kulkarni,D,false,lite,0.0233,36.8,29.53,44.15
2018-10-03,TX,22,,Others,,false,lite,0.0,3.24,1.02,6.0
2018-10-03,TX,23,,Will Hurd,R,true,lite,0.8119,52.81,46.83,58.7
2018-10-03,TX,23,,Gina Ortiz Jones,D,false,lite,0.1881,44.84,38.95,50.76
2018-10-03,TX,23,,Ruben Corvalan,LIB,false,lite,0.0,2.35,0.64,4.48
2018-10-03,TX,24,,Kenny Marchant,R,true,lite,0.9672,60.2,53.36,67.07
2018-10-03,TX,24,,Jan McDowell,D,false,lite,0.0328,39.8,32.93,46.64
2018-10-03,TX,25,,Roger Williams,R,true,lite,0.983,60.7,53.66,67.67
2018-10-03,TX,25,,Julie Oliver,D,false,lite,0.017,36.39,29.45,43.42
2018-10-03,TX,25,,Desarae Lindsey,LIB,false,lite,0.0,2.91,0.88,5.46
2018-10-03,TX,26,,Michael Burgess,R,true,lite,0.9988,67.66,60.36,74.86
2018-10-03,TX,26,,Linsey Fagan,D,false,lite,0.0012,29.31,22.08,36.57
2018-10-03,TX,26,,Mark Boler,LIB,false,lite,0.0,3.03,0.93,5.62
2018-10-03,TX,27,,Michael Cloud,R,true,lite,0.9963,65.57,58.06,72.99
2018-10-03,TX,27,,Eric Holguin,D,false,lite,0.0037,31.1,23.68,38.58
2018-10-03,TX,27,,Others,,false,lite,0.0,3.33,1.07,6.15
2018-10-03,TX,28,,Henry Cuellar,D,true,lite,0.9997,80.52,73.09,87.56
