forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-03,NY,14,,Alexandria Ocasio-Cortez,D,false,classic,1.0,79.17,74.05,84.15
2018-10-03,NY,14,,Joseph Crowley,WOF,true,classic,0.0,3.72,1.26,6.72
2018-10-03,NY,14,,Anthony Pappas,R,false,classic,0.0,17.11,12.05,22.22
2018-10-03,NY,15,,José E. Serrano,D,true,classic,1.0,94.95,92.06,97.8
2018-10-03,NY,15,,Jason Gonzalez,R,false,classic,0.0,5.05,2.2,7.94
2018-10-03,NY,16,,Eliot Engel,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,NY,17,,Nita Lowey,D,true,classic,0.9997,80.83,73.34,87.87
2018-10-03,NY,17,,Joseph Ciardullo,REF,false,classic,0.0003,19.17,12.13,26.66
2018-10-03,NY,18,,Sean Patrick Maloney,D,true,classic,0.9878,59.6,54.46,64.71
2018-10-03,NY,18,,James O'Donnell,R,false,classic,0.0122,40.4,35.29,45.54
2018-10-03,NY,19,,John Faso,R,true,classic,0.5169,48.51,43.93,53.02
2018-10-03,NY,19,,Antonio Delgado,D,false,classic,0.4831,48.23,43.66,52.73
2018-10-03,NY,19,,Others,,false,classic,0.0,3.27,1.03,6.03
2018-10-03,NY,20,,Paul D. Tonko,D,true,classic,0.9999,68.47,63.46,73.49
2018-10-03,NY,20,,Francis Vitollo,R,false,classic,0.0001,31.53,26.51,36.54
2018-10-03,NY,21,,Elise Stefanik,R,true,classic,0.9487,55.44,49.84,61.0
2018-10-03,NY,21,,Tedra L. Cobb,D,false,classic,0.0513,41.47,35.9,47.01
2018-10-03,NY,21,,Others,,false,classic,0.0,3.09,0.96,5.75
2018-10-03,NY,22,,Anthony Brindisi,D,false,classic,0.6354,51.11,46.82,55.4
2018-10-03,NY,22,,Claudia Tenney,R,true,classic,0.3646,48.89,44.6,53.18
2018-10-03,NY,23,,Tom Reed,R,true,classic,0.9705,57.81,52.64,62.95
2018-10-03,NY,23,,Tracy Mitrano,D,false,classic,0.0295,42.19,37.05,47.36
2018-10-03,NY,24,,John Katko,R,true,classic,0.8682,53.62,49.44,57.76
2018-10-03,NY,24,,Dana Balter,D,false,classic,0.1318,46.38,42.24,50.56
2018-10-03,NY,25,,Joseph D. Morelle,D,false,classic,0.9993,62.32,57.98,66.69
2018-10-03,NY,25,,Jim Maxwell,R,false,classic,0.0007,37.68,33.31,42.02
2018-10-03,NY,26,,Brian Higgins,D,true,classic,1.0,72.81,67.87,77.69
2018-10-03,NY,26,,Renee Zeno,R,false,classic,0.0,27.19,22.31,32.13
2018-10-03,NY,27,,Chris Collins,R,true,classic,0.9456,55.23,49.77,60.62
2018-10-03,NY,27,,Nate McMurray,D,false,classic,0.0544,41.9,36.5,47.3
2018-10-03,NY,27,,Larry Piegza,REF,false,classic,0.0,2.87,0.87,5.42
2018-10-03,OH,1,,Steve Chabot,R,true,classic,0.6404,49.84,45.16,54.49
2018-10-03,OH,1,,Aftab Pureval,D,false,classic,0.3596,47.35,42.67,52.02
2018-10-03,OH,1,,Dirk Kubala,LIB,false,classic,0.0,2.81,0.83,5.27
2018-10-03,OH,2,,Brad Wenstrup,R,true,classic,0.9626,55.8,50.45,61.03
2018-10-03,OH,2,,Jill Schiller,D,false,classic,0.0374,41.19,35.9,46.51
2018-10-03,OH,2,,James Condit Jr.,GRE,false,classic,0.0,3.01,0.93,5.62
2018-10-03,OH,3,,Joyce Beatty,D,true,classic,0.9999,72.89,67.9,77.81
2018-10-03,OH,3,,Jim Burgess,R,false,classic,0.0001,27.11,22.19,32.1
2018-10-03,OH,4,,Jim Jordan,R,true,classic,0.9739,58.17,52.95,63.39
2018-10-03,OH,4,,Janet Garrett,D,false,classic,0.0261,41.83,36.61,47.05
2018-10-03,OH,5,,Robert E. Latta,R,true,classic,0.9978,61.31,56.08,66.52
2018-10-03,OH,5,,J. Michael Galbraith,D,false,classic,0.0022,35.63,30.39,40.82
2018-10-03,OH,5,,Don Kissick,LIB,false,classic,0.0,3.06,0.94,5.68
2018-10-03,OH,6,,Bill Johnson,R,true,classic,0.9999,68.71,63.45,73.99
2018-10-03,OH,6,,Shawna Roberts,D,false,classic,0.0001,31.29,26.01,36.55
2018-10-03,OH,7,,Bob Gibbs,R,true,classic,0.9206,55.77,50.58,60.95
2018-10-03,OH,7,,Ken Harbaugh,D,false,classic,0.0794,44.23,39.05,49.42
2018-10-03,OH,8,,Warren Davidson,R,true,classic,0.9997,67.23,62.09,72.32
2018-10-03,OH,8,,Vanessa Enoch,D,false,classic,0.0003,32.77,27.68,37.91
2018-10-03,OH,9,,Marcy Kaptur,D,true,classic,0.9999,69.34,64.37,74.26
2018-10-03,OH,9,,Steven W. Kraus,R,false,classic,0.0001,30.66,25.74,35.63
2018-10-03,OH,10,,Michael Turner,R,true,classic,0.9483,54.96,49.79,60.08
2018-10-03,OH,10,,Theresa A. Gasper,D,false,classic,0.0517,42.11,36.97,47.23
2018-10-03,OH,10,,David Harlow,LIB,false,classic,0.0,2.93,0.9,5.47
2018-10-03,OH,11,,Marcia L. Fudge,D,true,classic,1.0,80.52,75.51,85.54
2018-10-03,OH,11,,Beverly A. Goldstein,R,false,classic,0.0,19.48,14.46,24.49
2018-10-03,OH,12,,Troy Balderson,R,true,classic,0.6948,50.29,45.8,54.72
2018-10-03,OH,12,,Danny O'Connor,D,false,classic,0.3052,46.99,42.51,51.43
2018-10-03,OH,12,,Joe Manchik,GRE,false,classic,0.0,2.72,0.81,5.14
2018-10-03,OH,13,,Tim Ryan,D,true,classic,0.9997,67.93,62.95,72.88
2018-10-03,OH,13,,Chris DePizzo,R,false,classic,0.0003,32.07,27.12,37.05
2018-10-03,OH,14,,David Joyce,R,true,classic,0.8479,53.95,48.99,58.9
2018-10-03,OH,14,,Betsy Rader,D,false,classic,0.1521,46.05,41.1,51.01
2018-10-03,OH,15,,Steve Stivers,R,true,classic,0.9802,56.9,51.78,62.03
2018-10-03,OH,15,,Rick Neal,D,false,classic,0.0198,40.12,34.96,45.19
2018-10-03,OH,15,,Johnathan Miller,LIB,false,classic,0.0,2.99,0.92,5.58
2018-10-03,OH,16,,Anthony Gonzalez,R,false,classic,0.9605,57.2,52.12,62.31
2018-10-03,OH,16,,Susan Moran Palmer,D,false,classic,0.0395,42.8,37.69,47.88
2018-10-03,OK,1,,Kevin Hern,R,false,classic,0.9981,61.2,56.94,65.46
2018-10-03,OK,1,,Tim Gilpin,D,false,classic,0.0019,38.8,34.54,43.06
2018-10-03,OK,2,,Markwayne Mullin,R,true,classic,0.9973,62.48,56.37,68.54
2018-10-03,OK,2,,Jason Nichols,D,false,classic,0.0027,33.53,27.43,39.6
2018-10-03,OK,2,,Others,,false,classic,0.0,3.99,1.37,7.17
2018-10-03,OK,3,,Frank Lucas,R,true,classic,0.9998,70.22,64.62,75.82
2018-10-03,OK,3,,Frankie Robbins,D,false,classic,0.0002,29.78,24.18,35.38
2018-10-03,OK,4,,Tom Cole,R,true,classic,0.9999,65.92,61.12,70.66
2018-10-03,OK,4,,Mary Brannon,D,false,classic,0.0001,30.95,26.18,35.7
2018-10-03,OK,4,,Ruby Peters,I,false,classic,0.0,3.13,0.97,5.83
2018-10-03,OK,5,,Steve Russell,R,true,classic,0.8556,53.55,49.23,57.85
2018-10-03,OK,5,,Kendra Horn,D,false,classic,0.1444,46.45,42.15,50.77
2018-10-03,OR,1,,Suzanne Bonamici,D,true,classic,0.9996,64.52,59.24,69.75
2018-10-03,OR,1,,John Verbeek,R,false,classic,0.0003,31.24,25.92,36.48
2018-10-03,OR,1,,Drew Layda,LIB,false,classic,0.0001,4.25,1.52,7.57
2018-10-03,OR,2,,Greg Walden,R,true,classic,0.998,61.13,55.45,66.63
2018-10-03,OR,2,,Jamie McLeod-Skinner,D,false,classic,0.002,34.58,29.01,40.23
2018-10-03,OR,2,,Mark Roberts,IPO,false,classic,0.0,4.29,1.53,7.59
2018-10-03,OR,3,,Earl Blumenauer,D,true,classic,1.0,83.04,75.72,89.81
2018-10-03,OR,3,,Others,,false,classic,0.0,16.96,10.19,24.28
2018-10-03,OR,4,,Peter DeFazio,D,true,classic,0.9948,58.53,53.32,63.74
2018-10-03,OR,4,,Arthur B. Robinson,R,false,classic,0.0052,37.44,32.19,42.61
2018-10-03,OR,4,,Michael Bellstein,GRE,false,classic,0.0001,4.03,1.4,7.25
2018-10-03,OR,5,,Kurt Schrader,D,true,classic,0.9977,59.92,54.61,65.15
2018-10-03,OR,5,,Mark Callahan,R,false,classic,0.0023,35.57,30.32,40.87
2018-10-03,OR,5,,Others,,false,classic,0.0,4.51,1.66,7.97
2018-10-03,PA,1,,Brian Fitzpatrick,R,true,classic,0.8234,53.06,48.8,57.29
2018-10-03,PA,1,,Scott Wallace,D,false,classic,0.1766,46.94,42.71,51.2
2018-10-03,PA,2,,Brendan Boyle,D,true,classic,1.0,78.47,73.56,83.33
2018-10-03,PA,2,,David Torres,R,false,classic,0.0,21.53,16.67,26.44
2018-10-03,PA,3,,Dwight Evans,D,true,classic,1.0,92.17,88.83,95.46
2018-10-03,PA,3,,Bryan E. Leib,R,false,classic,0.0,7.83,4.54,11.17
2018-10-03,PA,4,,Madeleine Dean,D,false,classic,0.9973,62.55,57.43,67.73
2018-10-03,PA,4,,Dan David,R,false,classic,0.0027,37.45,32.27,42.57
2018-10-03,PA,5,,Mary Gay Scanlon,D,false,classic,0.9999,68.33,63.32,73.3
2018-10-03,PA,5,,Pearl Kim,R,false,classic,0.0001,31.67,26.7,36.68
2018-10-03,PA,6,,Chrissy Houlahan,D,false,classic,0.985,59.01,53.97,64.04
2018-10-03,PA,6,,Greg McCauley,R,false,classic,0.015,40.99,35.96,46.03
2018-10-03,PA,7,,Susan Wild,D,false,classic,0.9331,53.87,49.16,58.57
2018-10-03,PA,7,,Marty Nothstein,R,false,classic,0.0669,43.28,38.55,47.96
2018-10-03,PA,7,,Tim Silfies,L,false,classic,0.0,2.86,0.85,5.38
2018-10-03,PA,8,,Matt Cartwright,D,true,classic,0.8655,54.34,49.29,59.42
2018-10-03,PA,8,,John Chrin,R,false,classic,0.1345,45.66,40.58,50.71
2018-10-03,PA,9,,Dan Meuser,R,false,classic,0.9945,61.3,56.15,66.53
2018-10-03,PA,9,,Denny Wolff,D,false,classic,0.0055,38.7,33.47,43.86
2018-10-03,PA,10,,Scott Perry,R,true,classic,0.768,52.44,48.1,56.84
2018-10-03,PA,10,,George Scott,D,false,classic,0.232,47.56,43.16,51.9
2018-10-03,PA,11,,Lloyd Smucker,R,true,classic,0.9525,55.95,51.46,60.45
2018-10-03,PA,11,,Jess King,D,false,classic,0.0475,44.05,39.55,48.54
2018-10-03,PA,12,,Tom Marino,R,true,classic,0.9998,66.95,61.83,72.06
2018-10-03,PA,12,,Marc Friedenberg,D,false,classic,0.0002,33.05,27.94,38.17
2018-10-03,PA,13,,John Joyce,R,false,classic,1.0,69.49,64.3,74.55
2018-10-03,PA,13,,Brent Ottaway,D,false,classic,0.0,30.51,25.45,35.7
2018-10-03,PA,14,,Guy Reschenthaler,R,false,classic,0.9916,60.42,55.26,65.61
2018-10-03,PA,14,,Bibiana Boerio,D,false,classic,0.0084,39.58,34.39,44.74
2018-10-03,PA,15,,Glenn W. Thompson,R,true,classic,1.0,71.76,66.52,77.01
2018-10-03,PA,15,,Susan Boser,D,false,classic,0.0,28.24,22.99,33.48
2018-10-03,PA,16,,Mike Kelly,R,true,classic,0.9648,55.41,50.77,60.11
2018-10-03,PA,16,,Ron DiNicola,D,false,classic,0.0352,42.33,37.62,46.97
2018-10-03,PA,16,,Ebert G Bill Beeman,L,false,classic,0.0,2.26,0.61,4.38
2018-10-03,PA,17,,Conor Lamb,D,true,classic,0.8785,54.15,49.58,58.71
2018-10-03,PA,17,,Keith Rothfus,R,true,classic,0.1215,45.85,41.29,50.42
2018-10-03,PA,18,,Mike Doyle,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,RI,1,,David Cicilline,D,true,classic,0.9999,70.93,65.74,76.14
2018-10-03,RI,1,,Patrick Donovan,R,false,classic,0.0001,29.07,23.86,34.26
2018-10-03,RI,2,,Jim Langevin,D,true,classic,0.9999,68.28,63.09,73.43
2018-10-03,RI,2,,Salvatore Caiozzo,R,false,classic,0.0001,31.72,26.57,36.91
2018-10-03,SC,1,,Katie Arrington,R,false,classic,0.9024,54.24,50.06,58.45
2018-10-03,SC,1,,Joe Cunningham,D,false,classic,0.0976,45.77,41.55,49.94
2018-10-03,SC,2,,Joe Wilson,R,true,classic,0.995,59.8,54.52,65.08
2018-10-03,SC,2,,Sean Carrigan,D,false,classic,0.005,37.37,32.09,42.62
2018-10-03,SC,2,,Sonny Narang,AME,false,classic,0.0,2.83,0.84,5.33
2018-10-03,SC,3,,Jeff Duncan,R,true,classic,0.9991,62.93,57.65,68.17
2018-10-03,SC,3,,Mary Geren,D,false,classic,0.0009,34.08,28.79,39.34
2018-10-03,SC,3,,Dave Moore,AME,false,classic,0.0,2.98,0.91,5.57
2018-10-03,SC,4,,William Timmons,R,false,classic,0.9998,65.65,60.44,70.76
2018-10-03,SC,4,,Brandon Brown,D,false,classic,0.0002,30.96,25.79,36.15
2018-10-03,SC,4,,Guy Furay,AME,false,classic,0.0,3.39,1.09,6.23
2018-10-03,SC,5,,Ralph Norman,R,true,classic,0.9766,56.61,51.43,61.69
2018-10-03,SC,5,,Archie Parnell,D,false,classic,0.0234,40.59,35.48,45.69
2018-10-03,SC,5,,Michael Chandler,CON,false,classic,0.0,2.81,0.84,5.31
2018-10-03,SC,6,,James E. Clyburn,D,true,classic,0.9999,71.2,65.85,76.51
2018-10-03,SC,6,,Gerhard Gressmann,R,false,classic,0.0001,25.87,20.53,31.19
2018-10-03,SC,6,,Bryan Pugh,GRE,false,classic,0.0,2.93,0.89,5.52
2018-10-03,SC,7,,Tom Rice,R,true,classic,0.9923,60.24,55.25,65.25
2018-10-03,SC,7,,Robert Williams,D,false,classic,0.0077,39.76,34.75,44.75
2018-10-03,SD,1,,Dusty Johnson,R,false,classic,0.9863,56.15,51.05,61.09
2018-10-03,SD,1,,Tim Bjorkman,D,false,classic,0.0137,39.18,34.2,44.21
2018-10-03,SD,1,,Others,,false,classic,0.0,4.67,1.76,8.22
2018-10-03,TN,1,,Phil Roe,R,true,classic,1.0,73.85,68.51,79.19
2018-10-03,TN,1,,Marty Olsen,D,false,classic,0.0,22.93,17.59,28.26
2018-10-03,TN,1,,Michael Salyer,IND,false,classic,0.0,3.22,1.01,5.95
2018-10-03,TN,2,,Tim Burchett,R,false,classic,0.9998,64.86,59.61,70.09
2018-10-03,TN,2,,Renee Hoyos,D,false,classic,0.0002,30.36,25.1,35.55
2018-10-03,TN,2,,Others,,false,classic,0.0,4.78,1.78,8.38
2018-10-03,TN,3,,Chuck Fleischmann,R,true,classic,0.9994,63.69,58.36,68.98
2018-10-03,TN,3,,Danielle Mitchell,D,false,classic,0.0005,33.29,27.97,38.59
2018-10-03,TN,3,,Rick Tyler,IND,false,classic,0.0,3.02,0.92,5.66
2018-10-03,TN,4,,Scott DesJarlais,R,true,classic,0.9956,59.9,54.54,65.18
2018-10-03,TN,4,,Mariah Phillips,D,false,classic,0.0044,37.04,31.74,42.39
2018-10-03,TN,4,,Michael Shupe,IND,false,classic,0.0,3.07,0.95,5.72
2018-10-03,TN,5,,Jim Cooper,D,true,classic,0.9998,67.1,62.29,71.91
2018-10-03,TN,5,,Jody M. Ball,R,false,classic,0.0002,32.9,28.09,37.71
2018-10-03,TN,6,,John Rose,R,false,classic,1.0,69.66,64.23,75.01
2018-10-03,TN,6,,Dawn Barlow,D,false,classic,0.0,26.24,20.85,31.63
2018-10-03,TN,6,,Others,,false,classic,0.0,4.1,1.44,7.34
2018-10-03,TN,7,,Mark E. Green,R,false,classic,0.9998,65.69,60.25,71.1
2018-10-03,TN,7,,Justin Kanew,D,false,classic,0.0002,30.31,24.88,35.68
2018-10-03,TN,7,,Others,,false,classic,0.0,4.0,1.38,7.2
2018-10-03,TN,8,,David Kustoff,R,true,classic,1.0,68.42,63.16,73.65
2018-10-03,TN,8,,Erika Stotts Pearson,D,false,classic,0.0,28.54,23.32,33.76
2018-10-03,TN,8,,James Hart,IND,false,classic,0.0,3.04,0.94,5.67
2018-10-03,TN,9,,Steve Cohen,D,true,classic,1.0,76.26,70.72,81.78
2018-10-03,TN,9,,Leo AwGoWhat,IND,false,classic,0.0,3.18,1.0,5.88
2018-10-03,TN,9,,Charlotte Bergmann,R,false,classic,0.0,20.57,15.04,26.08
2018-10-03,TX,1,,Louie Gohmert,R,true,classic,1.0,71.07,65.73,76.41
2018-10-03,TX,1,,Shirley McKellar,D,false,classic,0.0,25.75,20.34,31.09
2018-10-03,TX,1,,Jeff Callaway,LIB,false,classic,0.0,3.18,0.99,5.92
2018-10-03,TX,2,,Dan Crenshaw,R,false,classic,0.9291,53.96,48.66,59.24
2018-10-03,TX,2,,Todd Litton,D,false,classic,0.0709,42.25,36.89,47.54
2018-10-03,TX,2,,Others,,false,classic,0.0,3.79,1.29,6.83
2018-10-03,TX,3,,Van Taylor,R,false,classic,0.9939,59.13,53.73,64.52
2018-10-03,TX,3,,Lorie Burch,D,false,classic,0.0061,37.44,32.05,42.75
2018-10-03,TX,3,,Christopher Claytor,LIB,false,classic,0.0,3.43,1.1,6.27
2018-10-03,TX,4,,John Ratcliffe,R,true,classic,1.0,74.6,69.3,79.85
2018-10-03,TX,4,,Catherine Krantz,D,false,classic,0.0,22.16,16.89,27.42
2018-10-03,TX,4,,Ken Ashby,LIB,false,classic,0.0,3.24,1.03,5.98
2018-10-03,TX,5,,Lance Gooden,R,false,classic,0.9994,65.25,60.24,70.19
2018-10-03,TX,5,,Dan Wood,D,false,classic,0.0006,34.75,29.81,39.76
2018-10-03,TX,6,,Ron Wright,R,false,classic,0.9442,53.81,49.3,58.23
2018-10-03,TX,6,,Jana Lynne Sanchez,D,false,classic,0.0558,43.02,38.55,47.47
2018-10-03,TX,6,,Jason Harber,LIB,false,classic,0.0,3.17,1.0,5.85
2018-10-03,TX,7,,John Culberson,R,true,classic,0.5526,50.47,45.91,54.98
2018-10-03,TX,7,,Lizzie Pannill Fletcher,D,false,classic,0.4474,49.53,45.02,54.09
2018-10-03,TX,8,,Kevin Brady,R,true,classic,1.0,76.04,70.82,81.23
2018-10-03,TX,8,,Steven David,D,false,classic,0.0,20.73,15.54,25.87
2018-10-03,TX,8,,Chris Duncan,LIB,false,classic,0.0,3.23,1.03,5.95
2018-10-03,TX,9,,Al Green,D,true,classic,1.0,84.74,77.74,91.25
2018-10-03,TX,9,,Others,,false,classic,0.0,15.26,8.75,22.26
2018-10-03,TX,10,,Michael T. McCaul,R,true,classic,0.9562,55.13,49.86,60.3
2018-10-03,TX,10,,Mike Siegel,D,false,classic,0.0438,41.49,36.29,46.68
2018-10-03,TX,10,,Mike Ryan,LIB,false,classic,0.0,3.38,1.09,6.2
2018-10-03,TX,11,,K. Michael Conaway,R,true,classic,1.0,78.49,73.22,83.69
2018-10-03,TX,11,,Jennie Lou Leeder,D,false,classic,0.0,18.2,12.95,23.43
2018-10-03,TX,11,,Rhett Rosenquest Smith,LIB,false,classic,0.0,3.31,1.04,6.1
2018-10-03,TX,12,,Kay Granger,R,true,classic,0.9998,66.53,61.28,71.78
2018-10-03,TX,12,,Vanessa Adia,D,false,classic,0.0002,30.43,25.15,35.68
2018-10-03,TX,12,,Jacob Leddy,LIB,false,classic,0.0,3.05,0.93,5.69
2018-10-03,TX,13,,Mac Thornberry,R,true,classic,1.0,80.08,75.03,85.11
2018-10-03,TX,13,,Greg Sagan,D,false,classic,0.0,16.57,11.5,21.61
2018-10-03,TX,13,,Calvin DeWeese,LIB,false,classic,0.0,3.35,1.07,6.16
2018-10-03,TX,14,,Randy Weber,R,true,classic,0.9907,58.59,53.21,63.89
2018-10-03,TX,14,,Adrienne Bell,D,false,classic,0.0093,38.48,33.18,43.82
2018-10-03,TX,14,,Don Conley III,LIB,false,classic,0.0,2.94,0.89,5.51
2018-10-03,TX,15,,Vicente Gonzalez,D,true,classic,0.9993,64.53,58.87,70.03
2018-10-03,TX,15,,Tim Westley,R,false,classic,0.0007,32.67,27.15,38.31
2018-10-03,TX,15,,Anthony Cristo,LIB,false,classic,0.0,2.8,0.83,5.28
2018-10-03,TX,16,,Veronica Escobar,D,false,classic,0.9999,69.34,63.66,74.95
2018-10-03,TX,16,,Rick Seeberger,R,false,classic,0.0001,27.17,21.51,32.8
2018-10-03,TX,16,,Ben Mendoza,IND,false,classic,0.0,3.49,1.14,6.41
2018-10-03,TX,17,,Bill Flores,R,true,classic,0.9968,60.37,55.17,65.56
2018-10-03,TX,17,,Rick Kennedy,D,false,classic,0.0032,36.7,31.48,41.84
2018-10-03,TX,17,,Peter Churchman,LIB,false,classic,0.0,2.93,0.89,5.49
2018-10-03,TX,18,,Sheila Jackson Lee,D,true,classic,1.0,75.27,69.65,80.79
2018-10-03,TX,18,,Ava Reynero Pate,R,false,classic,0.0,21.18,15.66,26.78
2018-10-03,TX,18,,Others,,false,classic,0.0,3.55,1.15,6.53
2018-10-03,TX,19,,Jodey Arrington,R,true,classic,1.0,77.01,71.91,82.04
2018-10-03,TX,19,,Miguel Levario,D,false,classic,0.0,22.99,17.96,28.09
2018-10-03,TX,20,,Joaquin Castro,D,true,classic,0.9997,81.33,73.88,88.28
2018-10-03,TX,20,,Jeffrey Blunt,LIB,false,classic,0.0003,18.67,11.72,26.12
2018-10-03,TX,21,,Chip Roy,R,false,classic,0.8736,51.74,46.43,57.08
2018-10-03,TX,21,,Joseph Kopser,D,false,classic,0.1263,42.95,37.57,48.24
2018-10-03,TX,21,,Lee Santos,LIB,false,classic,0.0001,5.3,2.1,9.09
2018-10-03,TX,22,,Pete Olson,R,true,classic,0.8814,53.16,47.76,58.48
2018-10-03,TX,22,,Sri Preston Kulkarni,D,false,classic,0.1186,43.6,38.24,48.99
2018-10-03,TX,22,,Others,,false,classic,0.0,3.24,1.02,6.0
2018-10-03,TX,23,,Will Hurd,R,true,classic,0.5471,49.29,43.89,54.67
2018-10-03,TX,23,,Gina Ortiz Jones,D,false,classic,0.4529,48.36,43.02,53.76
2018-10-03,TX,23,,Ruben Corvalan,LIB,false,classic,0.0,2.35,0.64,4.48
2018-10-03,TX,24,,Kenny Marchant,R,true,classic,0.966,57.24,52.33,62.19
2018-10-03,TX,24,,Jan McDowell,D,false,classic,0.034,42.76,37.81,47.67
2018-10-03,TX,25,,Roger Williams,R,true,classic,0.9458,54.87,49.71,59.96
2018-10-03,TX,25,,Julie Oliver,D,false,classic,0.0542,42.22,37.1,47.35
2018-10-03,TX,25,,Desarae Lindsey,LIB,false,classic,0.0,2.91,0.88,5.46
2018-10-03,TX,26,,Michael Burgess,R,true,classic,0.9994,64.08,58.69,69.38
2018-10-03,TX,26,,Linsey Fagan,D,false,classic,0.0006,32.89,27.53,38.24
2018-10-03,TX,26,,Mark Boler,LIB,false,classic,0.0,3.03,0.93,5.62
2018-10-03,TX,27,,Michael Cloud,R,true,classic,0.9977,61.61,56.07,67.08
2018-10-03,TX,27,,Eric Holguin,D,false,classic,0.0023,35.06,29.56,40.55
2018-10-03,TX,27,,Others,,false,classic,0.0,3.33,1.07,6.15
2018-10-03,TX,28,,Henry Cuellar,D,true,classic,0.9997,80.52,73.09,87.56
2018-10-03,TX,28,,Arthur Thomas IV,LIB,false,classic,0.0003,19.48,12.44,26.91
2018-10-03,TX,29,,Sylvia R. Garcia,D,false,classic,1.0,70.95,64.8,76.98
2018-10-03,TX,29,,Cullen Burns,LIB,false,classic,0.0,3.54,1.18,6.48
2018-10-03,TX,29,,Phillip Aronoff,R,false,classic,0.0,25.5,19.47,31.66
2018-10-03,TX,30,,Eddie Bernice Johnson,D,true,classic,0.9999,88.0,81.56,93.76
2018-10-03,TX,30,,Shawn Jones,LIB,false,classic,0.0001,12.0,6.24,18.44
2018-10-03,TX,31,,John Carter,R,true,classic,0.9292,53.99,49.11,58.82
2018-10-03,TX,31,,Mary Jennings Hegar,D,false,classic,0.0707,43.18,38.29,48.05
2018-10-03,TX,31,,Jason Hope,LIB,false,classic,0.0,2.83,0.84,5.33
2018-10-03,TX,32,,Pete Sessions,R,true,classic,0.7018,50.68,45.91,55.42
2018-10-03,TX,32,,Colin Allred,D,false,classic,0.2982,46.88,42.13,51.62
2018-10-03,TX,32,,Melina Baker,LIB,false,classic,0.0,2.44,0.68,4.66
2018-10-03,TX,33,,Marc Veasey,D,true,classic,1.0,73.29,67.26,79.21
2018-10-03,TX,33,,Jason Reeves,LIB,false,classic,0.0,3.09,0.96,5.72
2018-10-03,TX,33,,Willie Billups,R,false,classic,0.0,23.62,17.67,29.62
2018-10-03,TX,34,,Filemon Vela,D,true,classic,0.9995,67.3,61.6,72.91
2018-10-03,TX,34,,Rey Gonzalez,R,false,classic,0.0005,32.7,27.09,38.4
2018-10-03,TX,35,,Lloyd Doggett,D,true,classic,0.9999,68.1,62.57,73.6
2018-10-03,TX,35,,David Smalling,R,false,classic,0.0001,28.96,23.48,34.48
2018-10-03,TX,35,,Clark Patterson,LIB,false,classic,0.0,2.94,0.89,5.54
2018-10-03,TX,36,,Brian Babin,R,true,classic,1.0,71.07,65.92,76.2
2018-10-03,TX,36,,Dayna Steele,D,false,classic,0.0,28.93,23.8,34.08
2018-10-03,UT,1,,Rob Bishop,R,true,classic,0.9997,61.93,55.98,67.82
2018-10-03,UT,1,,Lee Castillo,D,false,classic,0.0003,27.51,21.52,33.44
2018-10-03,UT,1,,Others,,false,classic,0.0,10.56,5.56,16.15
2018-10-03,UT,2,,Chris Stewart,R,true,classic,0.9896,55.02,49.46,60.55
2018-10-03,UT,2,,Shireen Ghorbani,D,false,classic,0.0102,36.25,30.66,41.72
2018-10-03,UT,2,,Jeffrey Whipple,LIB,false,classic,0.0001,8.73,4.25,13.79
2018-10-03,UT,3,,John R. Curtis,R,true,classic,0.9998,63.41,57.46,69.27
2018-10-03,UT,3,,James Singer,D,false,classic,0.0002,26.87,20.87,32.76
2018-10-03,UT,3,,Others,,false,classic,0.0,9.72,4.95,15.07
2018-10-03,UT,4,,Mia Love,R,true,classic,0.8476,53.51,49.09,57.99
2018-10-03,UT,4,,Ben McAdams,D,false,classic,0.1524,46.49,42.01,50.91
2018-10-03,VA,1,,Robert J. Wittman,R,true,classic,0.9878,59.46,54.52,64.36
2018-10-03,VA,1,,Vangie Williams,D,false,classic,0.0122,40.54,35.64,45.48
2018-10-03,VA,2,,Scott Taylor,R,true,classic,0.7855,52.36,48.43,56.31
2018-10-03,VA,2,,Elaine Luria,D,false,classic,0.2145,47.64,43.69,51.57
2018-10-03,VA,3,,Robert C. Scott,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,VA,4,,A. Donald McEachin,D,true,classic,0.9993,63.03,57.79,68.19
2018-10-03,VA,4,,Ryan McAdams,R,false,classic,0.0007,33.97,28.81,39.2
2018-10-03,VA,4,,Pete Wells,L,false,classic,0.0,3.0,0.9,5.61
2018-10-03,VA,5,,Denver Riggleman,R,false,classic,0.5045,50.06,45.03,55.03
2018-10-03,VA,5,,Leslie Cockburn,D,false,classic,0.4955,49.94,44.97,54.97
2018-10-03,VA,6,,Ben Cline,R,false,classic,0.9978,62.26,57.22,67.19
2018-10-03,VA,6,,Jennifer Lewis,D,false,classic,0.0022,37.74,32.81,42.78
2018-10-03,VA,7,,Dave Brat,R,true,classic,0.6766,50.08,45.9,54.23
2018-10-03,VA,7,,Abigail Spanberger,D,false,classic,0.3233,47.27,43.09,51.41
2018-10-03,VA,7,,Joe Walton,LIB,false,classic,0.0,2.65,0.77,5.03
