CD,Very low density,Low density,Medium density,High density,Incumbent,Party,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538
GA-02,0.4824228304917487,0.31470960423730815,0.20151486145176056,0.0013527038191825376,Sanford Bishop,D,0.55,0.433,0.586,0.408,0.579,0.41600000000000004,0.387701515669891,0.612298484330109,0,-6,Solid D,-3,0,0.9992,0
GA-03,0.3892822563314031,0.5498076031971308,0.05984045078079258,0.0010696896906733514,A. Ferguson,R,0.32799999999999996,0.643,0.33,0.659,0.34,0.653,0.683465979741876,0.316534020258125,0,18,Solid R,3,0,0,0
GA-04,0.030850656482273784,0.48560100074430224,0.4212830512829708,0.06226529149045324,Henry Johnson,D,0.753,0.222,0.736,0.256,0.732,0.263,0.24280540278394,0.75719459721606,0,-24,Solid D,-3,0,1,0
GA-05,0.003408143069852473,0.22582427838462413,0.5490514913026844,0.22171608724283892,John Lewis,D,0.85,0.11900000000000001,0.831,0.158,0.8440000000000001,0.15,0.155608569650872,0.844391430349128,0,-34,Solid D,-3,0,1,0
GA-06,0,0.24802553339175512,0.6486931517421584,0.10328131486608655,Karen Handel,R,0.46799999999999997,0.483,0.375,0.608,0.401,0.59,0.616824895323691,0.383175104676309,0,8,Lean R,1,1,0.1172,0
GA-07,0,0.6355736287405154,0.34812934358992265,0.01629702766956194,Rob Woodall,R,0.44799999999999995,0.511,0.38299999999999995,0.602,0.391,0.601,0.603816844201026,0.396183155798974,0,9,Lean R,1,1,0.2768,1
GA-08,0.5536236839289838,0.34173506609687265,0.10464124997414366,0,Austin Scott,R,0.344,0.633,0.375,0.616,0.37799999999999995,0.616,0.676429193493204,0.323570806506796,0,15,Solid R,3,0,0,0
GA-09,0.6050571760649693,0.3854373852147294,0.009505438720301244,0,Doug Collins,R,0.193,0.778,0.205,0.7809999999999999,0.243,0.747,1,0,0,31,Solid R,3,0,0,0
GA-10,0.49316974095493543,0.4439136972224461,0.06291656182261857,0,Jody Hice,R,0.358,0.613,0.363,0.625,0.38799999999999996,0.604,0.996377922497353,0,0.00362207750264706,15,Solid R,3,0,1e-4,0
GA-11,0.12214493624957266,0.5158703080941186,0.31689199284464503,0.045092762811663606,Barry Loudermilk,R,0.353,0.603,0.315,0.669,0.34700000000000003,0.643,0.674057738820604,0.325942261179396,0,17,Solid R,3,0,4e-4,0
GA-12,0.5297614753330299,0.3234751261918965,0.14676339847507375,0,Rick Allen,R,0.40700000000000003,0.569,0.436,0.5539999999999999,0.439,0.556,0.616008527994068,0.383991472005933,0,9,Solid R,3,0,0.0116,0
GA-13,0.033993345610636876,0.7030958697727215,0.2573617740613719,0.005549010555269742,David Scott,D,0.71,0.266,0.6920000000000001,0.3,0.6709999999999999,0.32299999999999995,0,1,0,-20,Solid D,-3,0,1,0
GA-14,0.4301605237075439,0.55711779995845,0.012721676334006091,0,Tom Graves,R,0.221,0.75,0.253,0.732,0.278,0.71,0.999032048416016,0,9.67951583983628e-4,27,Solid R,3,0,0,0
HI-01,0.013544256926596422,0.1394626879158561,0.3172575811242712,0.5297354740332763,Colleen Hanabusa,D,0.631,0.305,0.6970000000000001,0.29,0.703,0.28300000000000003,0.227113467782187,0.718616109153624,0.0542704230641885,-17,Solid D,-3,0,1,0
HI-02,0.3766244932403611,0.276290882780123,0.23984815853510952,0.10723646544440643,Tulsi Gabbard,D,0.614,0.29600000000000004,0.7140000000000001,0.267,0.7340000000000001,0.249,0.188432233179426,0.811567766820574,0,-19,Solid D,-3,0,1,0
IA-01,0.40831488928374743,0.35269049326142754,0.2187204505543606,0.020274166900464477,Rod Blum,R,0.452,0.48700000000000004,0.562,0.425,0.585,0.40399999999999997,0.53744249656473,0.460814542167454,0.001742961267816,-1,Lean D,-1,1,0.9685,1
IA-02,0.41180019569446397,0.33390657974291577,0.20958902873408372,0.04470419582853658,David Loebsack,D,0.45,0.491,0.5579999999999999,0.42700000000000005,0.5710000000000001,0.41600000000000004,0.461941129415834,0.536631966965019,0.00142690361914645,-1,Solid D,-3,0,0.9857,0
IA-03,0.24217232615848575,0.313844659806374,0.3876190190879905,0.05636399494714978,David Young,R,0.45,0.485,0.514,0.47200000000000003,0.524,0.46299999999999997,0.534473349099509,0.397148764883278,0.06837788601721292,1,Tossup,0,1,0.5334,1
IA-04,0.5671806196388292,0.2975184967796784,0.08778172878759564,0.04751915479389679,Steve King,R,0.335,0.609,0.45299999999999996,0.534,0.485,0.502,0.612325426255675,0.386197229506913,0.00147734423741219,11,Likely R,2,1,0.0985,0
ID-01,0.3969393414077803,0.3575989307471234,0.2454617278450962,0,Raúl Labrador,R,0.254,0.637,0.322,0.649,0.35100000000000003,0.625,0.68171444491033,0.318136409301069,1.49145788601322e-4,21,Solid R,3,0,0.0059,0
ID-02,0.4260461341588136,0.19983701337371218,0.3037796156634705,0.07033723680400376,Michael Simpson,R,0.298,0.545,0.331,0.6409999999999999,0.371,0.605,0.629272584041663,0.294080683674752,0.0766467322835852,17,Solid R,3,0,0.0016,0
IL-01,0.023867337938484466,0.13447018885662201,0.2992992395125151,0.5423632336923785,Bobby Rush,D,0.754,0.214,0.789,0.20199999999999999,0.8079999999999999,0.185,0.259027676643597,0.740946995839956,2.5327516447056e-5,-27,Solid D,-3,0,1,0
IL-02,0.07892879729746745,0.2943541176441443,0.3784194618880093,0.248297623170379,Robin Kelly,D,0.78,0.191,0.807,0.185,0.8109999999999999,0.182,0.201923795166405,0.798076204833595,0,-29,Solid D,-3,0,1,0
IL-03,0.00475378405981538,0.1832737789830284,0.33992209325013406,0.4720503437070221,Daniel Lipinski,D,0.552,0.39899999999999997,0.5589999999999999,0.426,0.583,0.40399999999999997,0,0.999596292993687,4.03707006312913e-4,-6,Solid D,-3,0,0.9998,0
IL-04,0,0.015726707196775217,0.07213234046446257,0.9121409523387622,Luis Gutiérrez,D,0.821,0.132,0.809,0.171,0.805,0.182,0,1,0,-33,Solid D,-3,0,1,0
IL-05,0,0.039229703865506164,0.17070000529756035,0.7900702908369335,Mike Quigley,D,0.705,0.239,0.66,0.318,0.6990000000000001,0.28800000000000003,0.27483393046117,0.678437097576214,0.04672897196261679,-20,Solid D,-3,0,1,0
IL-06,0.007291454321167509,0.4258214986530301,0.49758056160420433,0.06930648542159812,Peter Roskam,R,0.502,0.43200000000000005,0.451,0.5329999999999999,0.513,0.473,0.592240150392167,0.407759849607833,0,2,Tossup,0,1,0.2935,1
IL-07,0,0.013922338626604573,0.13655968045305655,0.8495179809203389,Danny Davis,D,0.8740000000000001,0.092,0.872,0.11800000000000001,0.894,0.099,0.157604566572314,0.842395433427686,0,-38,Solid D,-3,0,1,0
IL-08,0.004088121233638517,0.16435668722603347,0.6114154232865764,0.22013976825375153,Raja Krishnamoorthi,D,0.581,0.364,0.574,0.409,0.615,0.371,0.416850718708136,0.583149281291864,0,-8,Solid D,-3,0,0.9997,0
IL-09,0,0.016691115690529102,0.387571527018859,0.5957373572906118,Janice Schakowsky,D,0.701,0.249,0.65,0.33299999999999996,0.6859999999999999,0.303,0.335068573595801,0.664650036091366,2.813903128326212e-4,-18,Solid D,-3,0,1,0
IL-10,0.013655364339758308,0.37564122205693506,0.47251635065492964,0.13818706294837693,Bradley Schneider,D,0.62,0.326,0.575,0.41100000000000003,0.63,0.359,0.473905229443769,0.526003860193849,9.09103623826907e-5,-10,Solid D,-3,0,0.9997,0
IL-11,0.010981799693791856,0.24265664116298302,0.6143685695543536,0.1319929895888714,Bill Foster,D,0.589,0.354,0.578,0.406,0.613,0.375,0.395521331915681,0.604478668084319,0,-9,Solid D,-3,0,0.9996,0
IL-12,0.36522305605368166,0.40703099610967075,0.21653426391039646,0.011211683926251138,Mike Bost,R,0.402,0.55,0.49700000000000005,0.48100000000000004,0.547,0.436,0.543050843125603,0.396949540258529,0.0599996166158683,5,Tossup,0,1,0.36870000000000003,1
IL-13,0.2954437281132217,0.341184718310264,0.26508465136268317,0.09828690221383117,Rodney Davis,R,0.442,0.49700000000000005,0.486,0.489,0.546,0.436,0.596649427151918,0.403350572848082,0,3,Lean R,1,1,0.281,1
IL-14,0.1464930891330304,0.6397128949451967,0.21379401592177302,0,Randy Hultgren,R,0.44799999999999995,0.48700000000000004,0.442,0.542,0.507,0.48,0.593048740450226,0.406951259549774,0,5,Lean R,1,1,0.3243,1
IL-15,0.5858702028577805,0.36602563909689084,0.04810415804532874,0,John Shimkus,R,0.245,0.7070000000000001,0.341,0.639,0.428,0.5539999999999999,1,0,0,21,Solid R,3,0,1e-4,0
IL-16,0.43785181169644233,0.35344342652594024,0.18413863120273474,0.024566130574882692,Adam Kinzinger,R,0.38299999999999995,0.555,0.452,0.529,0.5,0.48200000000000004,0.999495868818139,0,5.04131181860513e-4,8,Solid R,3,0,0.0132,0
IL-17,0.31660001241713187,0.2822465701866428,0.34790255193039354,0.05325086546583187,Cheri Bustos,D,0.467,0.474,0.5760000000000001,0.406,0.6,0.385,0.396919893544387,0.603080106455613,0,-2,Solid D,-3,0,0.9993,0
IL-18,0.4523906064621479,0.34469506069256256,0.18469759330581811,0.01821673953947147,Darin LaHood,R,0.33299999999999996,0.606,0.374,0.607,0.441,0.544,0.721331018218571,0.278648825309618,2.01564718111742e-5,15,Solid R,3,0,2e-4,0
IN-01,0.10738575613974419,0.43346681984340835,0.3967894165901006,0.062358007426746964,Peter Visclosky,D,0.541,0.415,0.612,0.374,0.633,0.358,0,0.815117270202645,0.18488272979735465,-8,Solid D,-3,0,0.9999,0
IN-02,0.3210626327015903,0.43446268735983296,0.2327002568203114,0.011774423118265343,Jackie Walorski,R,0.361,0.593,0.42100000000000004,0.561,0.496,0.493,0.592575633569731,0.369202868505212,0.0382214979250569,11,Likely R,2,1,0.0471,0
IN-03,0.3690540785741073,0.38113060753584765,0.22541316317445534,0.02440215071558966,Jim Banks,R,0.301,0.6509999999999999,0.35700000000000004,0.625,0.43,0.56,0.701124815924971,0.2298474831765,0.0690277008985298,18,Solid R,3,0,0.0024,0
IN-04,0.4373927423716805,0.31899959797183197,0.20722924700182171,0.03637841265466579,Todd Rokita,R,0.302,0.643,0.369,0.609,0.446,0.542,0.645925312422771,0.304761650313592,0.0493130372636374,17,Solid R,3,0,0.0046,0
IN-05,0.16883288207738084,0.4683303609399551,0.3433901887736565,0.01944656820900759,Susan Brooks,R,0.413,0.531,0.40700000000000003,0.575,0.466,0.526,0.614609495064173,0.342943774488765,0.0424467304470627,9,Solid R,3,0,0.0075,0
IN-06,0.5412813807149759,0.26875490509866157,0.17329110428900116,0.0166726098973614,Luke Messer,R,0.27399999999999997,0.677,0.373,0.604,0.436,0.55,0.691398012719942,0.267000691667932,0.0416012956121261,18,Solid R,3,0,5e-4,0
IN-07,0,0.24911197315569872,0.6338065750458303,0.11708145179847106,André Carson,D,0.59,0.36200000000000004,0.629,0.353,0.6629999999999999,0.32799999999999996,0.356882155136585,0.599761967733404,0.043355877130011,-11,Solid D,-3,0,0.9999,0
IN-08,0.45585533184184707,0.32471335268389473,0.20226618753919764,0.017165127935060597,Larry Bucshon,R,0.309,0.6459999999999999,0.396,0.584,0.48100000000000004,0.506,0.636897591894487,0.316769195793874,0.0463332123116388,15,Solid R,3,0,0.0049,0
IN-09,0.4358444097325321,0.27093590464132644,0.2676314450468952,0.02558824057924629,Trey Hollingsworth,R,0.342,0.611,0.40700000000000003,0.5720000000000001,0.462,0.527,0.541411769807616,0.404614626923923,0.0539736032684618,13,Solid R,3,0,0.1862,0
KS-01,0.5634727315901189,0.26562539802001023,0.16038478925975014,0.0105170811301207,Roger Marshall,R,0.243,0.693,0.276,0.701,0.31,0.672,0.658957789829089,0,0,24,Solid R,3,0,3e-4,0
KS-02,0.5017906438950928,0.2529874721501521,0.2062750105459486,0.03894687340880649,Lynn Jenkins,R,0.374,0.5579999999999999,0.42200000000000004,0.5539999999999999,0.45299999999999996,0.528,0.609372530690885,0.32562096294229,0.0650065063668246,10,Tossup,0,1,0.4796,1
KS-03,0.06232314231248146,0.2460484150526936,0.6236897811974011,0.06793866143742378,Kevin Yoder,R,0.47200000000000003,0.46,0.44299999999999995,0.5379999999999999,0.488,0.499,0.51301466280788,0.405988697601082,0.0809966395910385,4,Lean D,-1,1,0.5111,1
KS-04,0.2707275513298658,0.2997331031927322,0.3994468018592963,0.030092543618105615,Ron Estes,R,0.33,0.602,0.361,0.616,0.395,0.586,0.606711692237267,0.296075218618643,0.0972130891440903,15,Solid R,3,0,0.0156,0
KY-01,0.7407021884110967,0.2052840585896953,0.051275046966665606,0.0027387060325423864,James Comer,R,0.239,0.7240000000000001,0.321,0.664,0.369,0.616,0.725612957816195,0.273276678004421,0.00111036417938402,23,Solid R,3,0,1e-4,0
KY-02,0.5660132196326626,0.2991634787130713,0.12693869367962932,0.007884607974636864,Brett Guthrie,R,0.276,0.675,0.35100000000000003,0.633,0.37200000000000005,0.615,1,0,0,19,Solid R,3,0,7e-4,0
KY-03,0.005368151563667142,0.22087004838760801,0.6024645244187665,0.17129727562995833,John Yarmuth,D,0.5489999999999999,0.39899999999999997,0.557,0.428,0.562,0.428,0.365008041997764,0.634991958002236,0,-6,Solid D,-3,0,0.9964,0
KY-04,0.36457373715445107,0.3754880606272417,0.20982314347831704,0.05011505873999016,Thomas Massie,R,0.293,0.652,0.348,0.634,0.37,0.615,0.713205096543461,0.286794903456539,0,18,Solid R,3,0,5e-4,0
KY-05,0.888434138413143,0.10680881033901878,0.004757051247838241,0,Harold Rogers,R,0.175,0.7959999999999999,0.23199999999999998,0.75,0.316,0.6659999999999999,1,0,0,31,Solid R,3,0,0,0
KY-06,0.303170031058145,0.283731884017531,0.29790916593789313,0.1151889189864308,Andy Barr,R,0.39399999999999996,0.547,0.42200000000000004,0.5579999999999999,0.44799999999999995,0.537,0.61089028404574,0.38910971595426,0,9,Tossup,0,1,0.384,1
LA-01,0.25608277119039136,0.3122466459126991,0.23797489838005262,0.19369568451685695,Steve Scalise,R,0.267,0.687,0.26899999999999996,0.7090000000000001,0.253,0.727,0.745575112917243,0.19518770579090988,0.05923718129184672,24,Solid R,3,0,0,0
LA-02,0.11285307303109923,0.18721538099434204,0.41874391357218205,0.28118763240237665,Cedric Richmond,D,0.746,0.222,0.758,0.228,0.7340000000000001,0.254,0,1.0000000000000009,0,-25,Solid D,-3,0,1,0
LA-03,0.3775152144931156,0.3768208458323781,0.23630314019730744,0.009360799477198898,Clay Higgins,R,0.292,0.6729999999999999,0.32299999999999995,0.6609999999999999,0.341,0.642,0.807079955313399,0.1754229936277905,0.01749705105881031,20,Solid R,3,0,5e-4,0
LA-04,0.5111155430379403,0.28811310662035206,0.20077135034170765,0,Mike Johnson,R,0.366,0.606,0.397,0.59,0.39899999999999997,0.589,0.6984632061122092,0.28180848645908,0.01972830742871127,13,Solid R,3,0,0.0012,0
LA-05,0.6284403900446176,0.29053246070826716,0.08102714924711532,0,Ralph Abraham,R,0.341,0.635,0.377,0.61,0.36700000000000005,0.62,1,0,0,15,Solid R,3,0,4e-4,0
LA-06,0.24045588564523035,0.4929115476700721,0.2510527976416728,0.015579769043024716,Garret Graves,R,0.31,0.648,0.32,0.6609999999999999,0.309,0.675,0.728107690170282,0.239210143220436,0.03268216660928184,19,Solid R,3,0,1e-4,0
MA-01,0.18894333975633743,0.37079273257010353,0.2967396686833236,0.14352425899023546,Richard Neal,D,0.5720000000000001,0.365,0.64,0.34299999999999997,0.6409999999999999,0.337,0,0.733357384329739,0.266642615670261,-12,Solid D,-3,0,1,0
MA-02,0.21929476896702293,0.43584125820713954,0.19360360406002047,0.15126036876581703,James McGovern,D,0.562,0.368,0.5870000000000001,0.392,0.604,0.375,0,0.982440061195887,0.0175599388041125,-9,Solid D,-3,0,1,0
MA-03,0.06233101205565584,0.4581211918632091,0.22951449578789593,0.2500333002932391,Niki Tsongas,D,0.5820000000000001,0.354,0.569,0.414,0.588,0.39399999999999996,0.312018270882667,0.6869370153689,0.00104471374843293,-9,Solid D,-3,0,0.9992,0
MA-04,0.04711398598788764,0.5655379471483378,0.21974343551845568,0.16760463134531886,Joseph Kennedy,D,0.5920000000000001,0.35,0.5720000000000001,0.413,0.604,0.379,0.298130602062693,0.700985989404372,8.83408532935316e-4,-9,Solid D,-3,0,1,0
MA-05,0.0056646297094550884,0.20965832162985035,0.2962055717512884,0.4884714769094061,Katherine Clark,D,0.693,0.257,0.652,0.331,0.662,0.321,0,0.985504145862591,0.0144958541374087,-18,Solid D,-3,0,1,0
MA-06,0.010771742918334114,0.49721822023246687,0.29383644961753874,0.19817358723166034,Seth Moulton,D,0.561,0.382,0.547,0.439,0.569,0.414,0,0.98365891324768,0.0163410867523205,-6,Solid D,-3,0,0.9998,0
MA-07,0.0015154205389533305,0.012051942900645206,0.10687826994685493,0.8795543666135465,Michael Capuano,D,0.841,0.11900000000000001,0.825,0.156,0.8190000000000001,0.16699999999999998,0,0.986154738411357,0.0138452615886435,-34,Solid D,-3,0,1,0
MA-08,0.006948774489120318,0.34386846967821066,0.3413498651627264,0.30783289066994257,Stephen Lynch,D,0.604,0.344,0.578,0.408,0.579,0.405,0.274522063243958,0.724136641149987,0.00134129560605453,-10,Solid D,-3,0,1,0
MA-09,0.10540595459113643,0.6462417205262085,0.10821515088377363,0.14013717399888137,William Keating,D,0.525,0.418,0.555,0.431,0.578,0.406,0.336416641440398,0.557496150252043,0.10608720830755868,-4,Solid D,-3,0,0.9942,0
MD-01,0.40373214746263486,0.40491573967962863,0.17907158706862653,0.01228052578911007,Andy Harris,R,0.33399999999999996,0.62,0.377,0.604,0.384,0.596,0.669914415198138,0.286171937353803,0.0439136474480595,14,Solid R,3,0,0.0051,0
MD-02,0.0159779876908006,0.2148945265786339,0.4459080716198266,0.32321941411073885,C. Ruppersberger,D,0.601,0.35700000000000004,0.631,0.35,0.606,0.375,0.33144952824092,0.62098681659558,0.04756365516350005,-11,Solid D,-3,0,0.9999,0
MD-03,0.0066725866929815535,0.25478614178992953,0.4056616885115761,0.3328795830055128,John Sarbanes,D,0.628,0.32299999999999995,0.607,0.371,0.601,0.38,0.33870022815927,0.631898137925959,0.02940163391477146,-13,Solid D,-3,0,0.9999,0
MD-04,0.004915900895457196,0.260282431513996,0.4525428937549922,0.2822587738355547,Anthony Brown,D,0.772,0.19699999999999998,0.7809999999999999,0.20800000000000002,0.773,0.218,0.214158740059255,0.740686106346484,0.045155153594261664,-28,Solid D,-3,0,1,0
MD-05,0.21523551140363978,0.5008001154206413,0.23365433617431403,0.05031003700140496,Steny Hoyer,D,0.6409999999999999,0.321,0.6609999999999999,0.324,0.6509999999999999,0.336,0.293735476965566,0.673782838001963,0.03248168503247059,-16,Solid D,-3,0,1,0
MD-06,0.1948800428925299,0.27340344286092383,0.3140775140107534,0.2176390002357928,John Delaney,D,0.5529999999999999,0.402,0.552,0.428,0.563,0.42,0.400878987146545,0.559593701897443,0.03952731095601151,-6,Solid D,-3,0,0.9922,0
MD-07,0.0801464318700606,0.12167569723462307,0.2571947029878029,0.5409831679075134,Elijah Cummings,D,0.758,0.20199999999999999,0.762,0.223,0.762,0.22399999999999998,0.218104053782862,0.748915061208108,0.03298088500903065,-26,Solid D,-3,0,1,0
MD-08,0.10149471446531481,0.23601601040567113,0.33669603608683457,0.32579323904217944,Jamie Raskin,D,0.65,0.306,0.62,0.36,0.628,0.35600000000000004,0.342143257100822,0.605661444209001,0.05219529869017688,-14,Solid D,-3,0,0.9999,0
ME-01,0.45050165937494163,0.38520768958741525,0.10025302379472326,0.06403762724291982,Chellie Pingree,D,0.541,0.39299999999999996,0.596,0.382,0.607,0.375,0.419400546903471,0.579896073049586,7.03380046942973e-4,-8,Solid D,-3,0,0.9973,0
ME-02,0.8044784565072262,0.1298107130981461,0.03890941143535817,0.026801418959269567,Bruce Poliquin,R,0.41100000000000003,0.514,0.53,0.444,0.546,0.434,0.547664140517856,0.451699826510649,6.36032971494933e-4,2,Tossup,0,1,0.3548,1
MI-01,0.7092641064502747,0.2377709981964908,0.04081090863925227,0.012153986713982278,Jack Bergman,R,0.366,0.579,0.45299999999999996,0.536,0.49700000000000005,0.484,0.548967305167499,0.400626195280775,0.050406499551726304,9,Likely R,2,1,0.1556,0
MI-02,0.2820747253426224,0.40958189462427474,0.2983166219916667,0.010026758041436115,Bill Huizenga,R,0.382,0.5579999999999999,0.431,0.56,0.48,0.503,0.626261316484346,0.325322401923802,0.048416281591852135,9,Solid R,3,0,0.0416,0
MI-03,0.31231870247425736,0.346141515082057,0.2379667119986612,0.10357307044502442,Justin Amash,R,0.42200000000000004,0.516,0.45799999999999996,0.531,0.49700000000000005,0.486,0.594526309640296,0.375038336278533,0.0304353540811707,6,Likely R,2,1,0.0134,0
MI-04,0.7236829406412162,0.1834027870794449,0.09291427227933888,0,John Moolenaar,R,0.34700000000000003,0.595,0.455,0.535,0.496,0.486,0.616219742771994,0,0.3837802572280058,10,Solid R,3,0,0.0024,0
MI-05,0.23143102108291175,0.4123307833494856,0.3090951442186685,0.047143051348934206,Daniel Kildee,D,0.49700000000000005,0.455,0.607,0.38299999999999995,0.63,0.353,0.351096648511859,0.611601955582838,0.0373013959053026,-5,Solid D,-3,0,0.9994,0
MI-06,0.45780795925229895,0.37261053867952626,0.14449706329474646,0.025084438773428353,Fred Upton,R,0.429,0.513,0.488,0.502,0.531,0.452,0.586406323487021,0.364055649113225,0.04953802739975421,4,Likely R,2,1,0.1153,0
MI-07,0.5207751854101802,0.32519719675655706,0.13815506707091707,0.01587255076234564,Tim Walberg,R,0.387,0.557,0.479,0.51,0.508,0.474,0.550529110801148,0.40026044855693,0.0492104406419221,7,Likely R,2,1,0.3474,1
MI-08,0.20741451806745398,0.4275810794406151,0.32975223744069443,0.035252165051236586,Mike Bishop,R,0.439,0.506,0.48,0.511,0.52,0.46399999999999997,0.560345861219507,0.391835255390116,0.04781888339037739,4,Tossup,0,1,0.5203,1
MI-09,1.466339147947608e-4,0.07055121971870881,0.5792798625501164,0.35002228381638,Sander Levin,D,0.515,0.43700000000000006,0.5720000000000001,0.419,0.581,0.401,0.373974331085491,0.57910521354506606,0.0469204553694439,-4,Solid D,-3,0,0.9943,0
MI-10,0.36064466062034056,0.3008094766990794,0.3105881255587248,0.027957737121855106,Paul Mitchell,R,0.316,0.638,0.43700000000000006,0.5529999999999999,0.48,0.5,0.63091708384289,0.322925189818847,0.0461577263382632,13,Solid R,3,0,0.0014,0
MI-11,0.011308583611517278,0.4172824083970437,0.5145539102316602,0.056855097759778754,David Trott,R,0.45299999999999996,0.49700000000000005,0.469,0.523,0.502,0.483,0.529323720381145,0.401754469179526,0.0689218104393288,4,Lean D,-1,1,0.8014,1
MI-12,0.0203923939316225,0.27150252160916816,0.4481451128322844,0.2599599716269248,Debbie Dingell,D,0.608,0.345,0.662,0.32799999999999996,0.669,0.314,0.292516634098532,0.643381972472317,0.06410139342915067,-14,Solid D,-3,0,1,0
MI-13,4.119697681741515e-4,0.06748208407757181,0.5949335741698858,0.33717237198436817,Vacant,Vacant,0.7879999999999999,0.18100000000000002,0.852,0.14300000000000002,0.848,0.142,0.157259394019325,0.771036901127631,0.07170370485304327,-32,Solid D,-3,0,1,0
MI-14,1.241603164126913e-4,0.10320658829750269,0.5475563810336547,0.34911287035243,Brenda Lawrence,D,0.792,0.183,0.81,0.18600000000000003,0.8220000000000001,0.171,0.186841986789892,0.785065632496607,0.028092380713500203,-30,Solid D,-3,0,1,0
MN-01,0.44614338417013705,0.3229836821279237,0.2070678223656579,0.023805111336281357,Timothy Walz,D,0.384,0.5329999999999999,0.496,0.48200000000000004,0.508,0.467,0.495794591472474,0.503380701864075,8.24706663451204e-4,5,Tossup,0,1,0.3244,1
MN-02,0.16964530879504908,0.4181830972861262,0.3836278144071986,0.02854377951162615,Jason Lewis,R,0.45299999999999996,0.465,0.491,0.49,0.505,0.47600000000000003,0.469536913584912,0.451575379067998,0.07888770734709079,2,Lean D,-1,1,0.8238,1
MN-03,0.057791798530871616,0.3856069295367815,0.5328609612262372,0.023740310706109737,Erik Paulsen,R,0.508,0.414,0.496,0.488,0.51,0.474,0.566956570359677,0.430135920948295,0.00290750869202773,-1,Lean D,-1,1,0.8126,1
MN-04,0.020673451651063726,0.22900215413377012,0.4717570802192628,0.2785673139959033,Betty McCollum,D,0.615,0.306,0.625,0.355,0.626,0.355,0.343895619757689,0.57764587548019,0.07845850476212131,-14,Solid D,-3,0,0.9998,0
MN-05,4.1975500328490746e-4,0.017178221079450044,0.43714171710722616,0.5452603068100388,Keith Ellison,D,0.737,0.185,0.735,0.24,0.7340000000000001,0.245,0.222890334418402,0.690733443498157,0.0863762220834416,-26,Solid D,-3,0,1,0
MN-06,0.33416307070787427,0.5166824984117911,0.1491544308803345,0,Tom Emmer,R,0.332,0.589,0.415,0.565,0.43200000000000005,0.547,0.655793427020762,0.342713220626094,0.0014933523531444,12,Solid R,3,0,0.0012,0
MN-07,0.6950337507145594,0.24687820259259277,0.0580880466928478,0,Collin Peterson,D,0.31,0.618,0.441,0.539,0.47100000000000003,0.504,0.474393074765451,0.52467900667376,9.27918560789245e-4,12,Likely D,-2,1,0.8723,0
MN-08,0.6335881424402249,0.29562988847446253,0.049264021264226354,0.021517947821086257,Richard Nolan,D,0.386,0.542,0.517,0.462,0.531,0.445,0.496076800035856,0.50170458206225,0.00221861790189339,4,Tossup,0,1,0.3963,1
MO-01,0.0028024439718590945,0.10127251685934525,0.5102191214226975,0.38570591774609814,Wm. Clay,D,0.77,0.188,0.799,0.18899999999999997,0.8029999999999999,0.18600000000000003,0.199710850126105,0.754697093215805,0.0455920566580898,-29,Solid D,-3,0,1,0
MO-02,0.014904007582287004,0.2946119437038177,0.6381671566265739,0.05231689208732142,Ann Wagner,R,0.423,0.526,0.414,0.5710000000000001,0.46399999999999997,0.526,0.585425457783284,0.376700960086717,0.03787358212999882,8,Lean R,1,1,0.1041,0
MO-03,0.40156175563275637,0.3789571805267623,0.21948106384048127,0,Blaine Luetkemeyer,R,0.281,0.6709999999999999,0.361,0.62,0.428,0.5579999999999999,0.678367129744009,0.279342334246456,0.042290536009534814,18,Solid R,3,0,1e-4,0
MO-04,0.5403157770497815,0.3708105340854164,0.07805020511624906,0.010823483748552944,Vicky Hartzler,R,0.293,0.653,0.364,0.612,0.419,0.565,0.678280970641175,0.278448322567829,0.0432707067909967,17,Solid R,3,0,4e-4,0
MO-05,0.10870492967822316,0.2697935312039835,0.5237176139286346,0.09778392518915882,Emanuel Cleaver,D,0.541,0.406,0.589,0.39399999999999996,0.62,0.368,0.381691183273198,0.588293705862399,0.0300151108644031,-7,Solid D,-3,0,0.9989,0
MO-06,0.4108018904769342,0.40719276636222657,0.18200534316083924,0,Sam Graves,R,0.317,0.631,0.379,0.6,0.431,0.5529999999999999,0.680245631256349,0.284473410873064,0.035280957870587,16,Solid R,3,0,3e-4,0
MO-07,0.40916756127163995,0.380740819914189,0.18698061274923236,0.023111006064938638,Billy Long,R,0.247,0.7040000000000001,0.303,0.6759999999999999,0.353,0.631,0.6753906446116,0.27393408878139,0.05067526660701053,23,Solid R,3,0,1e-4,0
MO-08,0.6591292196152558,0.3172462646455746,0.02362451573916954,0,Jason Smith,R,0.21,0.754,0.32,0.659,0.38299999999999995,0.6,0.743974021517074,0.226660968494938,0.0293650099879885,24,Solid R,3,0,0,0
MS-01,0.6180437163616738,0.3346196514839267,0.047336632154399594,0,Trent Kelly,R,0.324,0.654,0.37,0.619,0.366,0.624,0.687214361084205,0.2794293379668,0.0333563009489953,16,Solid R,3,0,0.001,0
